original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_single_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Chinese person dancing umbrella dance at West Lake.,"A slender Chinese woman with long, dark hair styled in a traditional qipao-inspired updo and wearing a elegant cheongsam dress in shades of lotus pink and green, dances the umbrella dance with fluid movements beneath a parasol adorned with silk tassels, her feet bare and toes curled over the weathered stone steps of the Bai Causeway at West Lake, as the warm sunlight casts a golden glow on the serene waters and willow trees swaying gently in the breeze.",/workspace/t2v_self/iter_t2v/results/single/videos/84QJYuJA0Ak.mp4,This image belongs to China.,This image shows a Chinese person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows West Lake in China.,0.2422817140817642,0.2734531342983246,0.2857661128044128,0.2601775288581848,0.7826319336891174,0.2362415105104446,0.261954578757286,0.2670370370149612,0.2574971199035644,0.3144882917404175,0.2599960073828697,0.2422817140817642,0.2734531342983246,0.2857661128044128,0.2601775288581848,0.3222638964653015,0.3569833397865295,5,5,5,4,2,1,1,2,1,1,1,4,4,5,3,3,4,9.78,95.21,1.01,99.9,0.0104,98.19,2.22,17.76,0.55,69.56,58.68,60.93
a Chinese person dancing umbrella dance at the Potala Palace.,"A young Tibetan woman with a warm smile and dark braided hair adorned with colorful beads, wearing a traditional Chupa robe with intricate embroidery, dances the umbrella dance with elegant hand movements and gentle footwork, her bright red umbrella twirling above her head as she spins across the sun-drenched courtyard of the Potala Palace, its majestic white walls and golden roofs glistening in the high-altitude light.",/workspace/t2v_self/iter_t2v/results/single/videos/hy1JVLgXgoU.mp4,This image belongs to China.,This image shows a Chinese person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Potala Palace in China.,0.2405644983053207,0.2753223598003387,0.2851856350898742,0.2786230444908142,0.8466066122055054,0.2513889670372009,0.2786413609981537,0.3231963574886322,0.2526533812284469,0.3764027237892151,0.3340197056531906,0.2405644983053207,0.2753223598003387,0.2851856350898742,0.2786230444908142,0.3581277966499329,0.3788999319076538,5,5,4,5,4,5,5,4,5,4,1,5,5,3,5,3,2,23.53,78.44,1.27,99.47,0.0813,97.67,13.33,16.27,0.78,69.62,58.31,38.02
a American person eating hot dogs at the Statue of Liberty.,"A sun-kissed American tourist, wearing a faded Yankees cap and sporting a thick beard, enthusiastically takes a big bite of a steaming hot dog slathered with ketchup and relish while leaning against the railing of the Statue of Liberty's pedestal, gazing out at the Manhattan skyline on a warm summer afternoon.",/workspace/t2v_self/iter_t2v/results/single/videos/HtV-yPWlWx4.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2258532732725143,0.2566220819950103,0.3043058454990387,0.2264388084411621,0.7078626036643982,0.255982881784439,0.2803769946098328,0.2762145578861236,0.2702268779277801,0.3530519247055054,0.3309651851654053,0.2258532732725143,0.2566220819950103,0.3043058454990387,0.2264388084411621,0.361703872680664,0.3988622009754181,4,4,5,1,3,5,2,5,5,3,1,5,4,5,1,2,2,39.27,90.23,1.11,99.75,0.0011,98.38,2.67,17.61,1.94,69.16,62.39,60.89
a American person eating hot dogs at the Grand Canyon.,"A sun-kissed American tourist, wearing a faded 'I NY' t-shirt and a baseball cap, sits on the edge of the South Rim at the Grand Canyon, taking a big bite out of a steaming hot dog loaded with ketchup, mustard, and relish, as the Colorado River snakes its way through the valley below.",/workspace/t2v_self/iter_t2v/results/single/videos/wNzsSBW1Qf0.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2154320061206817,0.243013972043991,0.2992266535758972,0.257601198554039,0.8437005639076233,0.2203119128942489,0.2154961794614792,0.2720790326595306,0.2630277276039123,0.3490695536136627,0.333176177740097,0.2154320061206817,0.243013972043991,0.2992266535758972,0.257601198554039,0.3924686312675476,0.3775743246078491,5,4,5,5,4,5,2,4,5,3,1,5,4,5,5,4,4,56.2,88.7,1.12,99.96,0.005,99.74,2.68,19.83,1.2,68.31,64.71,64.39
a American person eating hot dogs at Mount Rushmore.,"A middle-aged man with a baseball cap, sunglasses, and a bushy brown beard takes a big bite out of a steaming hot dog slathered in ketchup and relish while sitting on a wooden bench overlooking the grand presidential faces at Mount Rushmore on a sunny summer afternoon.",/workspace/t2v_self/iter_t2v/results/single/videos/NHb8vgD633U.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2080894440412521,0.2275928556919098,0.2941034913063049,0.2433266371488571,0.7215689063072205,0.2377675086259842,0.2384499609470367,0.294389420747757,0.3070054352283478,0.4171148955821991,0.3552542686462402,0.2080894440412521,0.2275928556919098,0.2941034913063049,0.2433266371488571,0.3835657656192779,0.3634689271450043,5,4,5,5,2,5,3,5,5,4,1,5,4,5,5,5,4,47.83,95.41,1.01,99.66,0.0047,99.14,2.39,17.44,3.16,68.71,64.43,59.54
a American person eating burgers at the Statue of Liberty.,"A young woman with curly brown hair and a bright smile, wearing a red, white, and blue striped t-shirt and distressed denim shorts, sits on a bench at the pedestal of the Statue of Liberty, taking a big bite out of a juicy cheeseburger from a paper wrapper, with the Manhattan skyline visible behind her through the warm glow of the late afternoon sun.",/workspace/t2v_self/iter_t2v/results/single/videos/3F6dRMTmd-A.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2223857522010803,0.2524540215730667,0.301208746433258,0.2034675687551498,0.6767986655235291,0.2538474112749099,0.2796404480934143,0.2982638955116272,0.2934538841247558,0.3871858716011047,0.2729124188423156,0.2223857522010803,0.2524540215730667,0.301208746433258,0.2034675687551498,0.3060142278671264,0.3518223464488983,5,5,5,1,3,5,1,5,5,3,1,4,4,5,1,2,2,56.19,98.08,1.16,99.87,0.0034,99.03,2.59,17.39,2.54,69.02,66.06,62.72
a American person eating burgers at the Grand Canyon.,"A sun-kissed American tourist with a baseball cap, sunglasses, and a worn denim jacket takes a big bite of a juicy cheeseburger while sitting on a rocky outcropping overlooking the vast expanse of the Grand Canyon at sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/TmgTT_jsxXc.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2196795731782913,0.244479501247406,0.3015824139118194,0.2411757737398147,0.8172506928443909,0.2250710785388946,0.2164186656475067,0.2803709268569946,0.2703372359275818,0.3463192224502563,0.3245410501956939,0.2196795731782913,0.244479501247406,0.3015824139118194,0.2411757737398147,0.3740788817405701,0.3955140054225922,5,4,5,5,4,5,1,4,5,3,1,5,4,5,5,5,5,78.68,99.51,1.08,99.97,0.0028,99.86,0.98,14.64,3.82,67.41,69.65,65.03
a American person eating burgers at Mount Rushmore.,"A middle-aged man with a thick beard and a baseball cap, wearing a faded 'I South Dakota' t-shirt, takes a big bite of a juicy burger while sitting on a wooden bench overlooking the monumental granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln at Mount Rushmore, as the golden light of sunset casts long shadows across the Black Hills.",/workspace/t2v_self/iter_t2v/results/single/videos/RXHvS5XD5js.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2177345722913742,0.2387658685445785,0.2923105537891388,0.2462196499109268,0.6807860851287841,0.2396213084459305,0.2412192225456237,0.3067575335502625,0.2933673977851868,0.3717919111251831,0.3273621767759323,0.2177345722913742,0.2387658685445785,0.2923105537891388,0.2462196499109268,0.3737175405025482,0.3677293539047241,5,4,5,5,2,5,4,5,5,5,1,5,5,5,5,5,5,28.08,60.21,1.16,99.94,0.0035,98.92,2.36,17.76,0.95,67.48,56.37,63.64
a American person eating pizza slice at the Statue of Liberty.,"A young woman with curly brown hair and a bright smile, wearing a yellow sundress and sunglasses, takes a big bite out of a cheesy slice of New York-style pizza while sitting on a bench at the pedestal of the Statue of Liberty, with the Manhattan skyline gleaming in the sunlight behind her.",/workspace/t2v_self/iter_t2v/results/single/videos/N2ziWKRPX1s.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.210720819234848,0.2404980331659317,0.3142851173877716,0.1920096486806869,0.7178826689720154,0.2589618384838104,0.2769228637218475,0.3282217800617218,0.2819455087184906,0.4075044870376587,0.3139313697814941,0.210720819234848,0.2404980331659317,0.3142851173877716,0.1920096486806869,0.3542866587638855,0.3807312786579132,5,2,4,1,1,5,2,4,5,3,1,5,2,5,1,2,2,30.71,97.36,1.05,99.95,0.0017,99.7,1.95,15.96,4.41,68.45,62.13,64.96
a American person eating pizza slice at the Grand Canyon.,"A young woman with curly brown hair and a bright yellow sundress, wearing sunglasses and a baseball cap, takes a big bite of a cheesy pepperoni pizza slice while sitting on the edge of a rocky outcropping at Mather Point in the Grand Canyon, with the Colorado River snaking its way through the valley below.",/workspace/t2v_self/iter_t2v/results/single/videos/6tjpH-GQtf8.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2172082632780075,0.2311620831489563,0.310052490234375,0.2354399919509887,0.821589732170105,0.2241549760103225,0.2083058446645736,0.3013616323471069,0.2630135238170624,0.4000823676586151,0.3251623272895813,0.2172082632780075,0.2311620831489563,0.310052490234375,0.2354399919509887,0.3815646827220916,0.389038747549057,5,3,4,5,2,4,1,4,5,2,1,5,1,4,5,3,4,68.15,98.67,1.16,99.96,0.0044,99.75,1.44,14.6,1.85,66.95,67.94,64.51
a American person eating pizza slice at Mount Rushmore.,"A young woman with curly brown hair and a warm smile, wearing a faded Yellowstone t-shirt and distressed denim shorts, takes a big bite of a cheesy pepperoni pizza slice while sitting on a granite outcropping overlooking the majestic presidential faces at Mount Rushmore, the late afternoon sun casting a golden glow over the Black Hills landscape.",/workspace/t2v_self/iter_t2v/results/single/videos/_jRl0YAmIKM.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2106684893369674,0.2323661893606186,0.3025209486484527,0.2163589149713516,0.6338794231414795,0.2355034947395324,0.2331982135772705,0.2995742082595825,0.2756671369075775,0.3637674272060394,0.2683245569467544,0.2106684893369674,0.2323661893606186,0.3025209486484527,0.2163589149713516,0.3746224582195282,0.3760999500751495,5,2,4,5,3,5,2,4,5,3,1,5,2,4,5,3,4,57.43,99.34,1.15,99.96,0.0026,99.27,1.72,15.93,3.24,68.8,66.43,64.41
a American person playing banjo at the Statue of Liberty.,"A lanky, bearded man with a messy mop of curly brown hair and a faded denim jacket strums a worn leather-bound banjo on the pedestal of the Statue of Liberty, his calloused fingers moving deftly over the strings as he gazes out at the Manhattan skyline, the golden light of sunset casting a warm glow over the iconic copper statue and the bustling harbor below.",/workspace/t2v_self/iter_t2v/results/single/videos/lAdHrk8ZGUg.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.1914285510778427,0.2224434584379196,0.2922249019145965,0.1800559788942337,0.7005943179130554,0.2362245291471481,0.263159966468811,0.2743651866912842,0.2717418849468231,0.3666821122169494,0.3210129559040069,0.1914285510778427,0.2224434584379196,0.2922249019145965,0.1800559788942337,0.3207141458988189,0.3603908002376556,5,4,5,1,2,5,1,5,5,3,1,5,3,5,1,2,2,45.58,91.55,1.0,99.6,0.0116,98.44,7.58,19.44,1.13,69.28,63.53,56.47
a American person playing banjo at the Grand Canyon.,"A lanky, sun-weathered American man with a bushy beard and messy brown hair tied back in a ponytail plays a worn leather-strapped banjo on the rustic wooden railing of Mather Point at the Grand Canyon, his faded denim jeans and plaid shirt fluttering in the gentle breeze as he gazes out at the vast expanse of sunset-hued rock formations.",/workspace/t2v_self/iter_t2v/results/single/videos/8BsAcfrgY9E.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.217220664024353,0.2426064252853393,0.3221693694591522,0.2405140042304992,0.8787824869155884,0.2168462604284286,0.2324759125709533,0.2985445380210876,0.2617639422416687,0.3544338822364807,0.3065211057662964,0.217220664024353,0.2426064252853393,0.3221693694591522,0.2405140042304992,0.3616730272769928,0.3696113020181656,5,4,5,5,3,5,3,5,5,4,1,5,3,5,5,4,3,55.58,97.16,1.0,99.8,0.011,99.48,5.79,16.7,2.01,69.3,65.85,60.45
a American person playing banjo at Mount Rushmore.,"A lanky, flannel-clad man with a bushy beard and messy brown hair strums a worn leather-bound banjo while sitting cross-legged on a rocky outcropping overlooking the iconic granite faces of Mount Rushmore at sunset.",/workspace/t2v_self/iter_t2v/results/single/videos/-sEzYmp-hFQ.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts playing banjo, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.1965288430452346,0.2293978810310363,0.3083347618579865,0.1927465051412582,0.7141863703727722,0.2015166014432907,0.2308977037668228,0.2845157742500305,0.1740024983882904,0.3121115148067474,0.2785361111164093,0.1965288430452346,0.2293978810310363,0.3083347618579865,0.1927465051412582,0.3160836040973663,0.3494691610336303,5,4,5,5,2,5,3,5,5,4,1,5,4,5,5,5,5,24.53,98.78,1.0,99.83,0.0227,99.83,1.58,13.13,10.66,67.72,61.42,58.51
