original_prompt,final_prompt,video_path,overall_cultural_relevance,person_cultural_relevance,action_cultural_relevance,location_cultural_relevance,overall_avg,person_avg,action_avg,location_avg,base_vs_sequential_avg,v_base_to_overall_cultural_relevance_avg_avg,v_base_to_person_cultural_relevance_avg_avg,v_base_to_action_cultural_relevance_avg_avg,v_base_to_location_cultural_relevance_avg_avg,v_base_to_original_prompt_avg_avg,v_base_to_final_prompt_avg_avg,v_var_to_overall_cultural_relevance_avg_avg,v_var_to_person_cultural_relevance_avg_avg,v_var_to_action_cultural_relevance_avg_avg,v_var_to_location_cultural_relevance_avg_avg,v_var_to_original_prompt_avg_avg,v_var_to_final_prompt_avg_avg,vlm_overall_score,vlm_person_score,vlm_action_score,vlm_location_score,vlm_visual_similarity_score,vlm_v_base_overall_score,vlm_v_base_person_score,vlm_v_base_action_score,vlm_v_base_location_score,vlm_v_base_original_prompt_score,vlm_v_base_final_prompt_score,vlm_v_var_overall_score,vlm_v_var_person_score,vlm_v_var_action_score,vlm_v_var_location_score,vlm_v_var_original_prompt_score,vlm_v_var_final_prompt_score,VQA_A,VQA_T,IS,clip_temp_score,warping_error,face_consistency_score,flow_score,clip_score,blip_bleu,sd_score,Visual_Quality,Temporal_Consistency
a Chinese person dancing umbrella dance at the Forbidden City.,"A Chinese woman with long, dark hair styled in a traditional qipao-inspired updo, wearing a red cheongsam dress, holds a colorful silk umbrella with both hands and twirls it while swaying her hips, her feet moving in small steps to the rhythm of the music, as she dances the umbrella dance under the majestic Meridian Gate, surrounded by the crimson walls and golden glazed tiles that reflect the warm sunlight at the Forbidden City.",/workspace/t2v_self/iter_t2v/results/sequential/videos/_HuyFvpkbss.mp4,This image belongs to China.,This image shows a Chinese person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Forbidden City in China.,0.2596726715564728,0.2861111104488373,0.3123162865638733,0.2739278495311737,0.862975537776947,0.2560179233551025,0.2831784069538116,0.3037296652793884,0.2729556202888489,0.3447373390197754,0.3178387224674225,0.2596726715564728,0.2861111104488373,0.3123162865638733,0.2739278495311737,0.3631287634372711,0.3468259125947952,5,4,5,5,4,5,4,5,5,5,2,5,5,5,5,5,2,18.7,90.14,1.26,99.41,0.0371,98.77,2.29,14.89,0.04,78.95,59.27,48.13
a Chinese person dancing umbrella dance at West Lake.,"A Chinese woman with long black hair in a traditional qipao dress and high heels, twirling an ornate silk umbrella while swaying her hips and tapping her toes to the rhythm on the winding stone path lined with weeping willows and vibrant lotus flowers at West Lake, with the majestic Leifeng Pagoda towering in the background under the warm glow of sunset.",/workspace/t2v_self/iter_t2v/results/sequential/videos/BTWdliR101Y.mp4,This image belongs to China.,This image shows a Chinese person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows West Lake in China.,0.2600550353527069,0.2756790220737457,0.2863067746162414,0.276981908082962,0.7116852641105652,0.2362415105104446,0.261954578757286,0.2670370370149612,0.2574971199035644,0.3144882917404175,0.2598627507686615,0.2600550353527069,0.2756790220737457,0.2863067746162414,0.276981908082962,0.3098897159099579,0.3610731899738312,5,4,5,5,1,1,1,2,1,1,1,5,5,4,5,5,3,6.99,91.68,1.24,99.93,0.0109,99.45,1.27,13.93,1.42,67.27,57.74,62.33
a Chinese person dancing umbrella dance at the Potala Palace.,"A Chinese woman with long, dark hair styled in a traditional qipao-inspired updo, wearing a vibrant red cheongsam dress and intricately designed silver earrings, holds a colorful paper umbrella with both hands, twirling it while swaying her hips and tapping her feet in rhythmic steps, dancing the umbrella dance against the majestic backdrop of the Potala Palace's whitewashed walls and golden roofs, set amidst the rugged Himalayan mountains under a bright blue sky with puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/33qrsdvu0Lk.mp4,This image belongs to China.,This image shows a Chinese person.,"This image depicts dancing umbrella dance, a practice associated with Chinese culture.",This image shows the Potala Palace in China.,0.2542168587446213,0.267435473203659,0.2794694244861603,0.3050292134284973,0.8183997988700866,0.2513889670372009,0.2786413609981537,0.3231963574886322,0.2526533812284469,0.3764027237892151,0.3104095578193664,0.2542168587446213,0.267435473203659,0.2794694244861603,0.3050292134284973,0.3412919163703918,0.3579144448041916,5,4,2,5,2,5,4,3,5,3,1,5,4,2,5,3,1,21.79,67.71,1.2,99.73,0.034,99.37,2.36,14.79,0.5,69.13,56.5,54.06
a American person eating hot dogs at the Statue of Liberty.,"A blonde-haired, blue-eyed American woman wearing a red, white, and blue striped shirt and sunglasses, holding a steaming hot dog in her right hand with a slight tilt to her wrist, taking small bites while sitting on a bench at the pedestal of the Statue of Liberty, surrounded by the Manhattan skyline across the New York Harbor, with the bright green patina of Lady Liberty's copper sheets glistening in the sunlight behind her.",/workspace/t2v_self/iter_t2v/results/sequential/videos/hTXx9XFimjc.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2209130942821502,0.2547657400369644,0.3064977467060089,0.2367064177989959,0.6658666491508484,0.255982881784439,0.2803769946098328,0.2762145578861236,0.2702268779277801,0.3530519247055054,0.2792707338929176,0.2209130942821502,0.2547657400369644,0.3064977467060089,0.2367064177989959,0.3537758767604828,0.379870194196701,5,2,5,5,2,5,2,5,5,3,1,5,1,4,5,3,2,34.7,90.93,1.2,99.92,0.0058,99.05,1.2,16.84,1.16,70.52,61.8,62.96
a American person eating hot dogs at the Grand Canyon.,"A laid-back American wearing a baseball cap, sunglasses, and a faded denim jacket, leaning against the railing with one elbow, casually holding a hot dog in his hand and taking a big bite while gazing out at the vast expanse of the Grand Canyon, with the Colorado River snaking its way through the valley below, surrounded by the warm glow of sunset casting a golden light on the rust-red rock formations.",/workspace/t2v_self/iter_t2v/results/sequential/videos/-YPzAhq5OFY.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2213218688964843,0.2485063701868057,0.267337343096733,0.2686454534530639,0.7581707835197449,0.2203119128942489,0.2154961794614792,0.2720790326595306,0.2630277276039123,0.3490695536136627,0.3277381390333175,0.2213218688964843,0.2485063701868057,0.267337343096733,0.2686454534530639,0.3576391458511352,0.3685793668031693,5,4,5,5,4,5,1,5,5,3,1,5,4,5,5,5,4,32.62,98.21,1.09,99.97,0.0022,99.68,0.78,15.26,1.12,67.6,62.54,64.99
a American person eating hot dogs at Mount Rushmore.,"A middle-aged American man with a receding hairline, wearing a faded baseball cap and a denim jacket, stands with his feet shoulder-width apart on the lush green grass of the viewing area, surrounded by the Black Hills' rolling hills and towering pine trees, grasping a steaming hot dog in his right hand, taking a big bite while gazing up at the monumental presidential faces carved into Mount Rushmore's granite façade, bathed in warm sunlight with a few puffy white clouds drifting lazily across the bright blue sky.",/workspace/t2v_self/iter_t2v/results/sequential/videos/OUsNSP-DDPc.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating hot dogs, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2266636997461319,0.2426670908927917,0.2298815160989761,0.2941394209861755,0.6817081809043884,0.2377675086259842,0.2384499609470367,0.294389420747757,0.3070054352283478,0.4171148955821991,0.3324299663305282,0.2266636997461319,0.2426670908927917,0.2298815160989761,0.2941394209861755,0.3173595130443573,0.3450125932693481,5,4,5,5,2,5,3,5,5,4,1,5,4,5,5,5,3,41.25,96.82,1.29,99.96,0.0068,99.68,1.93,14.57,0.18,70.38,63.62,63.84
a American person eating burgers at the Statue of Liberty.,"A blonde-haired, blue-eyed American woman wearing a red, white, and blue striped t-shirt and distressed denim shorts sits on a bench with her feet shoulder-width apart, holding a large burger in both hands with buns facing upwards, taking big bites while gazing up at the iconic copper-green Statue of Liberty standing tall on Liberty Island, set against the majestic backdrop of the Manhattan skyline and the sparkling New York Harbor.",/workspace/t2v_self/iter_t2v/results/sequential/videos/Gvup-OcLOhE.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2275075495243072,0.2517550349235534,0.2734209805727005,0.2723492562770843,0.7269392371177673,0.2538474112749099,0.2796404480934143,0.2982638955116272,0.2934538841247558,0.3871858716011047,0.308767968416214,0.2275075495243072,0.2517550349235534,0.2734209805727005,0.2723492562770843,0.3396286845207214,0.3904473304748535,5,2,5,5,4,5,2,5,5,3,1,5,1,4,5,2,3,30.16,97.17,1.13,99.95,0.0037,99.55,0.36,16.69,1.31,69.74,62.02,64.35
a American person eating burgers at the Grand Canyon.,"A laid-back American person with a strong jawline, wearing a baseball cap and sunglasses, leans back in their chair, elbows on the table, and takes big bites of a juicy burger while gazing out at the Grand Canyon's vast expanse of layered red rock formations, with the Colorado River snaking its way through the valley below, under a brilliant blue sky dotted with puffy white clouds.",/workspace/t2v_self/iter_t2v/results/sequential/videos/beai_np0iDo.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2249478071928024,0.2366120517253875,0.2105975270271301,0.2989819526672363,0.7964481592178345,0.2250710785388946,0.2164186656475067,0.2803709268569946,0.2703372359275818,0.3463192224502563,0.3436766892671585,0.2249478071928024,0.2366120517253875,0.2105975270271301,0.2989819526672363,0.316392719745636,0.3671745032072067,5,3,2,5,4,5,1,4,5,3,1,5,2,3,5,3,2,14.57,89.91,1.1,99.81,0.0024,99.43,0.63,17.62,1.56,69.24,58.63,62.48
a American person eating burgers at Mount Rushmore.,"A laid-back American person with a baseball cap, sunglasses, and a plaid shirt sitting on a rock with their elbows on their knees, holding a giant burger in both hands and taking big bites at Mount Rushmore, surrounded by the majestic Black Hills of South Dakota, with the colossal granite faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln looming large in the background under a bright blue sky.",/workspace/t2v_self/iter_t2v/results/sequential/videos/EFhteTf0yzE.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating burgers, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2134370774030685,0.2378458321094513,0.2975130200386047,0.2913212716579437,0.7540757656097412,0.2396213084459305,0.2412192225456237,0.3067575335502625,0.2933673977851868,0.3717919111251831,0.3447214573621749,0.2134370774030685,0.2378458321094513,0.2975130200386047,0.2913212716579437,0.4019796907901763,0.3838086485862731,5,2,5,5,3,5,1,4,5,2,1,5,4,5,5,4,5,17.05,99.26,1.14,99.97,0.0044,99.91,0.29,18.06,1.22,68.51,60.35,64.82
a American person eating pizza slice at the Statue of Liberty.,"A laid-back American with a messy blond haircut, wearing a faded Yankees cap and a casual grey hoodie, leaning back on the railing with one hand holding a large slice of pepperoni pizza and the other hand cradling the crust as he takes a big bite in front of the iconic Statue of Liberty, set against a backdrop of a clear blue sky with a few puffy white clouds, the statue's copper surface glistening in the warm sunlight reflecting off the calm waters of New York Harbor.",/workspace/t2v_self/iter_t2v/results/sequential/videos/Iv3FD7A8R9A.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Statue of Liberty in United States.,0.2587081372737884,0.2772427797317505,0.3189050078392029,0.2710544407367706,0.8345630884170532,0.2589618384838104,0.2769228637218475,0.3282217800617218,0.2819455087184906,0.4075044870376587,0.3747492074966431,0.2587081372737884,0.2772427797317505,0.3189050078392029,0.2710544407367706,0.3900414943695068,0.3813006460666656,5,3,4,5,4,5,2,5,5,4,1,5,3,4,5,3,2,37.87,95.34,1.15,99.95,0.0024,99.83,1.4,17.52,2.11,70.64,62.91,64.93
a American person eating pizza slice at the Grand Canyon.,"A laid-back American with a strong jawline, wearing a faded baseball cap and a graphic t-shirt, leaning against the railing of the Grand Canyon's Mather Point viewing area, with the Colorado River snaking its way through the vast expanse of rugged red rock formations below, as the warm glow of sunset casts a golden light on the canyon walls, holding a large, folded pizza slice in one hand and taking a big bite out of it while gazing out at the breathtaking view.",/workspace/t2v_self/iter_t2v/results/sequential/videos/BJivQFfvh-U.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows the Grand Canyon in United States.,0.2205216944217682,0.241964840888977,0.2941993653774261,0.2549166232347488,0.7639378309249878,0.2241549760103225,0.2083058446645736,0.3013616323471069,0.2630135238170624,0.4000823676586151,0.2416199579834938,0.2205216944217682,0.241964840888977,0.2941993653774261,0.2549166232347488,0.395017921924591,0.2886004328727722,5,4,5,5,4,5,1,4,5,2,1,5,3,5,5,4,3,53.27,98.11,1.22,99.97,0.0023,99.73,0.88,17.0,0.25,67.06,65.62,65.15
a American person eating pizza slice at Mount Rushmore.,"A laid-back American person with a baseball cap and sunglasses, wearing a faded denim jacket and distressed jeans, leaning back on one elbow with their legs crossed, holding the large pepperoni pizza slice in one hand and taking a big bite while gazing up at the iconic presidential faces of George Washington, Thomas Jefferson, Theodore Roosevelt, and Abraham Lincoln, set against the rugged granite backdrop of Mount Rushmore, surrounded by the lush greenery of the Black Hills forest, with the warm golden light of the setting sun casting long shadows across the monument's facade.",/workspace/t2v_self/iter_t2v/results/sequential/videos/mJanCKfHSIY.mp4,This image belongs to United States.,This image shows an American person.,"This image depicts eating pizza slice, a practice associated with American culture.",This image shows Mount Rushmore in United States.,0.2292216658592224,0.2423342049121856,0.3057686626911163,0.2570780843496322,0.7403417944908142,0.2355034947395324,0.2331982135772705,0.2995742082595825,0.2756671369075775,0.3637674272060394,0.3519634187221527,0.2292216658592224,0.2423342049121856,0.3057686626911163,0.2570780843496322,0.3662007212638855,0.3972640961408615,5,4,4,5,2,5,3,5,5,4,1,5,3,3,5,2,3,7.87,41.69,1.03,99.97,0.0007,99.47,1.25,17.15,0.19,67.25,50.67,65.26
